year,state_orig,state_dest,sctg2,sctg2_description,value
2012,SD,NY,7,Other prepared foodstuffs and preparations,2.94
2017,SD,NY,7,Other prepared foodstuffs and preparations,3.36
2012,SD,OH,5,"Meat, poultry, fish, seafood, and preparations",73.20
2017,SD,OH,5,"Meat, poultry, fish, seafood, and preparations",87.96
2012,SD,OH,6,Milled grain products and preparations and bakery products,4.73
2017,SD,OH,6,Milled grain products and preparations and bakery products,5.42
2012,SD,OH,7,Other prepared foodstuffs and preparations,11.40
2017,SD,OH,7,Other prepared foodstuffs and preparations,13.01
2012,SD,OK,4,"Animal feed, eggs, honey, other products of animal origin",4.03
2017,SD,OK,4,"Animal feed, eggs, honey, other products of animal origin",4.43
2012,SD,OK,5,"Meat, poultry, fish, seafood, and preparations",13.68
2017,SD,OK,5,"Meat, poultry, fish, seafood, and preparations",16.44
2012,SD,OK,6,Milled grain products and preparations and bakery products,32.96
2017,SD,OK,6,Milled grain products and preparations and bakery products,37.72
2012,SD,OK,7,Other prepared foodstuffs and preparations,0.37
2017,SD,OK,7,Other prepared foodstuffs and preparations,0.42
2012,SD,OR,4,"Animal feed, eggs, honey, other products of animal origin",18.35
2017,SD,OR,4,"Animal feed, eggs, honey, other products of animal origin",20.19
2012,SD,OR,5,"Meat, poultry, fish, seafood, and preparations",7.74
2017,SD,OR,5,"Meat, poultry, fish, seafood, and preparations",9.31
2012,SD,OR,7,Other prepared foodstuffs and preparations,35.37
2017,SD,OR,7,Other prepared foodstuffs and preparations,40.37
2012,SD,PA,4,"Animal feed, eggs, honey, other products of animal origin",18.47
2017,SD,PA,4,"Animal feed, eggs, honey, other products of animal origin",20.33
2012,SD,PA,5,"Meat, poultry, fish, seafood, and preparations",59.00
2017,SD,PA,5,"Meat, poultry, fish, seafood, and preparations",70.90
2012,SD,PA,6,Milled grain products and preparations and bakery products,46.21
2017,SD,PA,6,Milled grain products and preparations and bakery products,52.89
2012,SD,PA,7,Other prepared foodstuffs and preparations,69.22
2017,SD,PA,7,Other prepared foodstuffs and preparations,79.02
2012,SD,RI,4,"Animal feed, eggs, honey, other products of animal origin",0.22
2017,SD,RI,4,"Animal feed, eggs, honey, other products of animal origin",0.24
2012,SD,SC,4,"Animal feed, eggs, honey, other products of animal origin",187.20
2017,SD,SC,4,"Animal feed, eggs, honey, other products of animal origin",205.97
2012,SD,SC,5,"Meat, poultry, fish, seafood, and preparations",2.86
2017,SD,SC,5,"Meat, poultry, fish, seafood, and preparations",3.44
2012,SD,SC,6,Milled grain products and preparations and bakery products,13.68
2017,SD,SC,6,Milled grain products and preparations and bakery products,15.65
2012,SD,TN,7,Other prepared foodstuffs and preparations,10.27
2017,SD,TN,7,Other prepared foodstuffs and preparations,11.72
2012,SD,TX,4,"Animal feed, eggs, honey, other products of animal origin",74.21
2017,SD,TX,4,"Animal feed, eggs, honey, other products of animal origin",81.65
2012,SD,TX,5,"Meat, poultry, fish, seafood, and preparations",234.65
2017,SD,TX,5,"Meat, poultry, fish, seafood, and preparations",281.98
2012,SD,TX,6,Milled grain products and preparations and bakery products,12.64
2017,SD,TX,6,Milled grain products and preparations and bakery products,14.47
2012,SD,TX,7,Other prepared foodstuffs and preparations,25.31
2017,SD,TX,7,Other prepared foodstuffs and preparations,28.89
2012,SD,UT,5,"Meat, poultry, fish, seafood, and preparations",53.19
2017,SD,UT,5,"Meat, poultry, fish, seafood, and preparations",63.92
2012,SD,UT,6,Milled grain products and preparations and bakery products,0.04
2017,SD,UT,6,Milled grain products and preparations and bakery products,0.04
2012,SD,UT,7,Other prepared foodstuffs and preparations,33.12
2017,SD,UT,7,Other prepared foodstuffs and preparations,37.81
2012,SD,VA,5,"Meat, poultry, fish, seafood, and preparations",8.91
2017,SD,VA,5,"Meat, poultry, fish, seafood, and preparations",10.71
2012,SD,VA,6,Milled grain products and preparations and bakery products,15.12
2017,SD,VA,6,Milled grain products and preparations and bakery products,17.30
2012,SD,VA,7,Other prepared foodstuffs and preparations,3.08
2017,SD,VA,7,Other prepared foodstuffs and preparations,3.52
2012,SD,VT,4,"Animal feed, eggs, honey, other products of animal origin",2.44
2017,SD,VT,4,"Animal feed, eggs, honey, other products of animal origin",2.69
2012,SD,WA,2,Cereal grains and seed,454.69
2017,SD,WA,2,Cereal grains and seed,549.45
2012,SD,WA,3,"Agricultural products (excl. feed, grains, and forage)",110.31
2017,SD,WA,3,"Agricultural products (excl. feed, grains, and forage)",159.17
2012,SD,WA,4,"Animal feed, eggs, honey, other products of animal origin",77.97
2017,SD,WA,4,"Animal feed, eggs, honey, other products of animal origin",85.79
2012,SD,WA,5,"Meat, poultry, fish, seafood, and preparations",4.33
2017,SD,WA,5,"Meat, poultry, fish, seafood, and preparations",5.20
2012,SD,WA,6,Milled grain products and preparations and bakery products,9.81
2017,SD,WA,6,Milled grain products and preparations and bakery products,11.23
2012,SD,WA,7,Other prepared foodstuffs and preparations,0.28
2017,SD,WA,7,Other prepared foodstuffs and preparations,0.31
2012,SD,WI,3,"Agricultural products (excl. feed, grains, and forage)",1.19
2017,SD,WI,3,"Agricultural products (excl. feed, grains, and forage)",1.71
2012,SD,WI,4,"Animal feed, eggs, honey, other products of animal origin",0.00
2017,SD,WI,4,"Animal feed, eggs, honey, other products of animal origin",0.00
2012,SD,WI,5,"Meat, poultry, fish, seafood, and preparations",42.98
2017,SD,WI,5,"Meat, poultry, fish, seafood, and preparations",51.65
2012,SD,WI,6,Milled grain products and preparations and bakery products,8.22
2017,SD,WI,6,Milled grain products and preparations and bakery products,9.41
2012,SD,WI,7,Other prepared foodstuffs and preparations,391.37
2017,SD,WI,7,Other prepared foodstuffs and preparations,446.73
2012,SD,WY,3,"Agricultural products (excl. feed, grains, and forage)",1.76
2017,SD,WY,3,"Agricultural products (excl. feed, grains, and forage)",2.54
2012,SD,WY,7,Other prepared foodstuffs and preparations,4.15
2017,SD,WY,7,Other prepared foodstuffs and preparations,4.74
2012,TN,AK,4,"Animal feed, eggs, honey, other products of animal origin",0.94
2017,TN,AK,4,"Animal feed, eggs, honey, other products of animal origin",1.04
2012,TN,AL,1,Animals & fish (live),349.56
2017,TN,AL,1,Animals & fish (live),355.55
2012,TN,AL,2,Cereal grains and seed,236.24
2017,TN,AL,2,Cereal grains and seed,232.37
2012,TN,AL,3,"Agricultural products (excl. feed, grains, and forage)",249.82
2017,TN,AL,3,"Agricultural products (excl. feed, grains, and forage)",357.88
2012,TN,AL,4,"Animal feed, eggs, honey, other products of animal origin",37.72
2017,TN,AL,4,"Animal feed, eggs, honey, other products of animal origin",41.50
2012,TN,AL,5,"Meat, poultry, fish, seafood, and preparations",170.29
2017,TN,AL,5,"Meat, poultry, fish, seafood, and preparations",170.81
2012,TN,AL,6,Milled grain products and preparations and bakery products,373.12
2017,TN,AL,6,Milled grain products and preparations and bakery products,356.48
2012,TN,AL,7,Other prepared foodstuffs and preparations,451.47
2017,TN,AL,7,Other prepared foodstuffs and preparations,430.16
2012,TN,AR,1,Animals & fish (live),7.21
2017,TN,AR,1,Animals & fish (live),7.34
2012,TN,AR,2,Cereal grains and seed,20.95
2017,TN,AR,2,Cereal grains and seed,20.61
2012,TN,AR,3,"Agricultural products (excl. feed, grains, and forage)",47.56
2017,TN,AR,3,"Agricultural products (excl. feed, grains, and forage)",68.13
2012,TN,AR,4,"Animal feed, eggs, honey, other products of animal origin",12.17
2017,TN,AR,4,"Animal feed, eggs, honey, other products of animal origin",13.39
2012,TN,AR,5,"Meat, poultry, fish, seafood, and preparations",84.82
2017,TN,AR,5,"Meat, poultry, fish, seafood, and preparations",85.08
2012,TN,AR,6,Milled grain products and preparations and bakery products,112.15
2017,TN,AR,6,Milled grain products and preparations and bakery products,107.15
2012,TN,AR,7,Other prepared foodstuffs and preparations,601.87
2017,TN,AR,7,Other prepared foodstuffs and preparations,573.46
2012,TN,AZ,3,"Agricultural products (excl. feed, grains, and forage)",0.43
2017,TN,AZ,3,"Agricultural products (excl. feed, grains, and forage)",0.61
2012,TN,AZ,5,"Meat, poultry, fish, seafood, and preparations",6.05
2017,TN,AZ,5,"Meat, poultry, fish, seafood, and preparations",6.06
2012,TN,AZ,6,Milled grain products and preparations and bakery products,78.18
2017,TN,AZ,6,Milled grain products and preparations and bakery products,74.69
2012,TN,AZ,7,Other prepared foodstuffs and preparations,67.10
2017,TN,AZ,7,Other prepared foodstuffs and preparations,63.94
2012,TN,CA,3,"Agricultural products (excl. feed, grains, and forage)",15.77
2017,TN,CA,3,"Agricultural products (excl. feed, grains, and forage)",22.58
2012,TN,CA,4,"Animal feed, eggs, honey, other products of animal origin",7.28
2017,TN,CA,4,"Animal feed, eggs, honey, other products of animal origin",8.01
2012,TN,CA,5,"Meat, poultry, fish, seafood, and preparations",38.06
2017,TN,CA,5,"Meat, poultry, fish, seafood, and preparations",38.17
2012,TN,CA,6,Milled grain products and preparations and bakery products,240.68
2017,TN,CA,6,Milled grain products and preparations and bakery products,229.94
2012,TN,CA,7,Other prepared foodstuffs and preparations,446.01
2017,TN,CA,7,Other prepared foodstuffs and preparations,424.96
2012,TN,CO,3,"Agricultural products (excl. feed, grains, and forage)",0.12
2017,TN,CO,3,"Agricultural products (excl. feed, grains, and forage)",0.17
2012,TN,CO,4,"Animal feed, eggs, honey, other products of animal origin",4.92
2017,TN,CO,4,"Animal feed, eggs, honey, other products of animal origin",5.42
2012,TN,CO,6,Milled grain products and preparations and bakery products,3.24
2017,TN,CO,6,Milled grain products and preparations and bakery products,3.10
2012,TN,CO,7,Other prepared foodstuffs and preparations,31.16
2017,TN,CO,7,Other prepared foodstuffs and preparations,29.69
2012,TN,CT,3,"Agricultural products (excl. feed, grains, and forage)",20.93
2017,TN,CT,3,"Agricultural products (excl. feed, grains, and forage)",29.98
2012,TN,CT,4,"Animal feed, eggs, honey, other products of animal origin",0.76
2017,TN,CT,4,"Animal feed, eggs, honey, other products of animal origin",0.84
2012,TN,CT,6,Milled grain products and preparations and bakery products,7.22
2017,TN,CT,6,Milled grain products and preparations and bakery products,6.90
2012,TN,CT,7,Other prepared foodstuffs and preparations,27.24
2017,TN,CT,7,Other prepared foodstuffs and preparations,25.95
2012,TN,DC,3,"Agricultural products (excl. feed, grains, and forage)",0.03
2017,TN,DC,3,"Agricultural products (excl. feed, grains, and forage)",0.04
2012,TN,DE,4,"Animal feed, eggs, honey, other products of animal origin",1.10
2017,TN,DE,4,"Animal feed, eggs, honey, other products of animal origin",1.21
2012,TN,DE,5,"Meat, poultry, fish, seafood, and preparations",9.18
2017,TN,DE,5,"Meat, poultry, fish, seafood, and preparations",9.20
2012,TN,DE,7,Other prepared foodstuffs and preparations,15.77
2017,TN,DE,7,Other prepared foodstuffs and preparations,15.03
2012,TN,FL,3,"Agricultural products (excl. feed, grains, and forage)",305.26
2017,TN,FL,3,"Agricultural products (excl. feed, grains, and forage)",437.30
2012,TN,FL,4,"Animal feed, eggs, honey, other products of animal origin",0.34
2017,TN,FL,4,"Animal feed, eggs, honey, other products of animal origin",0.37
2012,TN,FL,5,"Meat, poultry, fish, seafood, and preparations",69.74
2017,TN,FL,5,"Meat, poultry, fish, seafood, and preparations",69.95
2012,TN,FL,6,Milled grain products and preparations and bakery products,245.94
2017,TN,FL,6,Milled grain products and preparations and bakery products,234.97
2012,TN,FL,7,Other prepared foodstuffs and preparations,489.88
2017,TN,FL,7,Other prepared foodstuffs and preparations,466.76
2012,TN,GA,1,Animals & fish (live),206.81
2017,TN,GA,1,Animals & fish (live),210.35
2012,TN,GA,2,Cereal grains and seed,12.64
2017,TN,GA,2,Cereal grains and seed,12.43
2012,TN,GA,3,"Agricultural products (excl. feed, grains, and forage)",295.41
2017,TN,GA,3,"Agricultural products (excl. feed, grains, and forage)",423.19
2012,TN,GA,4,"Animal feed, eggs, honey, other products of animal origin",34.99
2017,TN,GA,4,"Animal feed, eggs, honey, other products of animal origin",38.50
2012,TN,GA,5,"Meat, poultry, fish, seafood, and preparations",602.63
2017,TN,GA,5,"Meat, poultry, fish, seafood, and preparations",604.49
2012,TN,GA,6,Milled grain products and preparations and bakery products,872.51
2017,TN,GA,6,Milled grain products and preparations and bakery products,833.59
2012,TN,GA,7,Other prepared foodstuffs and preparations,1357.93
2017,TN,GA,7,Other prepared foodstuffs and preparations,1293.84
2012,TN,HI,7,Other prepared foodstuffs and preparations,0.25
2017,TN,HI,7,Other prepared foodstuffs and preparations,0.24
2012,TN,IA,4,"Animal feed, eggs, honey, other products of animal origin",4.70
2017,TN,IA,4,"Animal feed, eggs, honey, other products of animal origin",5.18
2012,TN,IA,6,Milled grain products and preparations and bakery products,5.10
2017,TN,IA,6,Milled grain products and preparations and bakery products,4.87
2012,TN,IA,7,Other prepared foodstuffs and preparations,85.17
2017,TN,IA,7,Other prepared foodstuffs and preparations,81.15
2012,TN,ID,3,"Agricultural products (excl. feed, grains, and forage)",2.28
2017,TN,ID,3,"Agricultural products (excl. feed, grains, and forage)",3.26
2012,TN,ID,4,"Animal feed, eggs, honey, other products of animal origin",0.30
2017,TN,ID,4,"Animal feed, eggs, honey, other products of animal origin",0.33
2012,TN,ID,5,"Meat, poultry, fish, seafood, and preparations",7.45
2017,TN,ID,5,"Meat, poultry, fish, seafood, and preparations",7.47
2012,TN,ID,7,Other prepared foodstuffs and preparations,52.55
2017,TN,ID,7,Other prepared foodstuffs and preparations,50.07
2012,TN,IL,1,Animals & fish (live),1.40
2017,TN,IL,1,Animals & fish (live),1.42
2012,TN,IL,3,"Agricultural products (excl. feed, grains, and forage)",143.55
2017,TN,IL,3,"Agricultural products (excl. feed, grains, and forage)",205.64
2012,TN,IL,4,"Animal feed, eggs, honey, other products of animal origin",4.47
2017,TN,IL,4,"Animal feed, eggs, honey, other products of animal origin",4.92
2012,TN,IL,5,"Meat, poultry, fish, seafood, and preparations",195.83
2017,TN,IL,5,"Meat, poultry, fish, seafood, and preparations",196.43
2012,TN,IL,6,Milled grain products and preparations and bakery products,273.00
2017,TN,IL,6,Milled grain products and preparations and bakery products,260.82
2012,TN,IL,7,Other prepared foodstuffs and preparations,837.31
2017,TN,IL,7,Other prepared foodstuffs and preparations,797.79
2012,TN,IN,1,Animals & fish (live),2.50
2017,TN,IN,1,Animals & fish (live),2.54
2012,TN,IN,3,"Agricultural products (excl. feed, grains, and forage)",61.18
2017,TN,IN,3,"Agricultural products (excl. feed, grains, and forage)",87.65
2012,TN,IN,4,"Animal feed, eggs, honey, other products of animal origin",1.19
2017,TN,IN,4,"Animal feed, eggs, honey, other products of animal origin",1.31
2012,TN,IN,5,"Meat, poultry, fish, seafood, and preparations",348.61
2017,TN,IN,5,"Meat, poultry, fish, seafood, and preparations",349.68
2012,TN,IN,6,Milled grain products and preparations and bakery products,62.27
2017,TN,IN,6,Milled grain products and preparations and bakery products,59.49
2012,TN,IN,7,Other prepared foodstuffs and preparations,227.00
2017,TN,IN,7,Other prepared foodstuffs and preparations,216.29
2012,TN,KS,1,Animals & fish (live),688.18
2017,TN,KS,1,Animals & fish (live),699.97
2012,TN,KS,3,"Agricultural products (excl. feed, grains, and forage)",12.12
2017,TN,KS,3,"Agricultural products (excl. feed, grains, and forage)",17.36
2012,TN,KS,4,"Animal feed, eggs, honey, other products of animal origin",12.22
2017,TN,KS,4,"Animal feed, eggs, honey, other products of animal origin",13.44
2012,TN,KS,5,"Meat, poultry, fish, seafood, and preparations",50.58
2017,TN,KS,5,"Meat, poultry, fish, seafood, and preparations",50.73
2012,TN,KS,6,Milled grain products and preparations and bakery products,2.01
2017,TN,KS,6,Milled grain products and preparations and bakery products,1.92
2012,TN,KS,7,Other prepared foodstuffs and preparations,37.87
2017,TN,KS,7,Other prepared foodstuffs and preparations,36.08
2012,TN,KY,1,Animals & fish (live),162.57
2017,TN,KY,1,Animals & fish (live),165.36
2012,TN,KY,2,Cereal grains and seed,104.32
2017,TN,KY,2,Cereal grains and seed,102.60
2012,TN,KY,3,"Agricultural products (excl. feed, grains, and forage)",527.04
2017,TN,KY,3,"Agricultural products (excl. feed, grains, and forage)",755.00
2012,TN,KY,4,"Animal feed, eggs, honey, other products of animal origin",17.56
2017,TN,KY,4,"Animal feed, eggs, honey, other products of animal origin",19.32
2012,TN,KY,5,"Meat, poultry, fish, seafood, and preparations",114.02
2017,TN,KY,5,"Meat, poultry, fish, seafood, and preparations",114.37
2012,TN,KY,6,Milled grain products and preparations and bakery products,197.95
2017,TN,KY,6,Milled grain products and preparations and bakery products,189.12
2012,TN,KY,7,Other prepared foodstuffs and preparations,387.34
2017,TN,KY,7,Other prepared foodstuffs and preparations,369.05
2012,TN,LA,2,Cereal grains and seed,293.07
2017,TN,LA,2,Cereal grains and seed,288.25
2012,TN,LA,3,"Agricultural products (excl. feed, grains, and forage)",730.04
2017,TN,LA,3,"Agricultural products (excl. feed, grains, and forage)",1045.80
2012,TN,LA,4,"Animal feed, eggs, honey, other products of animal origin",8.00
2017,TN,LA,4,"Animal feed, eggs, honey, other products of animal origin",8.80
2012,TN,LA,5,"Meat, poultry, fish, seafood, and preparations",103.88
2017,TN,LA,5,"Meat, poultry, fish, seafood, and preparations",104.20
2012,TN,LA,6,Milled grain products and preparations and bakery products,161.64
2017,TN,LA,6,Milled grain products and preparations and bakery products,154.42
2012,TN,LA,7,Other prepared foodstuffs and preparations,270.60
2017,TN,LA,7,Other prepared foodstuffs and preparations,257.82
2012,TN,MA,3,"Agricultural products (excl. feed, grains, and forage)",19.56
2017,TN,MA,3,"Agricultural products (excl. feed, grains, and forage)",28.02
2012,TN,MA,4,"Animal feed, eggs, honey, other products of animal origin",0.32
2017,TN,MA,4,"Animal feed, eggs, honey, other products of animal origin",0.35
2012,TN,MA,5,"Meat, poultry, fish, seafood, and preparations",24.20
2017,TN,MA,5,"Meat, poultry, fish, seafood, and preparations",24.28
2012,TN,MA,6,Milled grain products and preparations and bakery products,53.03
2017,TN,MA,6,Milled grain products and preparations and bakery products,50.66
2012,TN,MA,7,Other prepared foodstuffs and preparations,37.36
2017,TN,MA,7,Other prepared foodstuffs and preparations,35.60
2012,TN,MD,3,"Agricultural products (excl. feed, grains, and forage)",6.06
2017,TN,MD,3,"Agricultural products (excl. feed, grains, and forage)",8.68
2012,TN,MD,4,"Animal feed, eggs, honey, other products of animal origin",1.36
2017,TN,MD,4,"Animal feed, eggs, honey, other products of animal origin",1.49
2012,TN,MD,5,"Meat, poultry, fish, seafood, and preparations",4.35
2017,TN,MD,5,"Meat, poultry, fish, seafood, and preparations",4.36
2012,TN,MD,6,Milled grain products and preparations and bakery products,19.00
2017,TN,MD,6,Milled grain products and preparations and bakery products,18.15
2012,TN,MD,7,Other prepared foodstuffs and preparations,33.48
2017,TN,MD,7,Other prepared foodstuffs and preparations,31.90
2012,TN,ME,3,"Agricultural products (excl. feed, grains, and forage)",11.45
2017,TN,ME,3,"Agricultural products (excl. feed, grains, and forage)",16.40
2012,TN,ME,7,Other prepared foodstuffs and preparations,25.04
2017,TN,ME,7,Other prepared foodstuffs and preparations,23.86
2012,TN,MI,3,"Agricultural products (excl. feed, grains, and forage)",9.08
2017,TN,MI,3,"Agricultural products (excl. feed, grains, and forage)",13.00
2012,TN,MI,4,"Animal feed, eggs, honey, other products of animal origin",3.46
2017,TN,MI,4,"Animal feed, eggs, honey, other products of animal origin",3.81
2012,TN,MI,5,"Meat, poultry, fish, seafood, and preparations",138.76
2017,TN,MI,5,"Meat, poultry, fish, seafood, and preparations",139.19
2012,TN,MI,6,Milled grain products and preparations and bakery products,125.59
2017,TN,MI,6,Milled grain products and preparations and bakery products,119.98
2012,TN,MI,7,Other prepared foodstuffs and preparations,116.26
2017,TN,MI,7,Other prepared foodstuffs and preparations,110.77
2012,TN,MN,3,"Agricultural products (excl. feed, grains, and forage)",8.78
2017,TN,MN,3,"Agricultural products (excl. feed, grains, and forage)",12.58
2012,TN,MN,4,"Animal feed, eggs, honey, other products of animal origin",7.43
2017,TN,MN,4,"Animal feed, eggs, honey, other products of animal origin",8.17
2012,TN,MN,5,"Meat, poultry, fish, seafood, and preparations",11.64
2017,TN,MN,5,"Meat, poultry, fish, seafood, and preparations",11.68
2012,TN,MN,6,Milled grain products and preparations and bakery products,11.02
2017,TN,MN,6,Milled grain products and preparations and bakery products,10.53
2012,TN,MN,7,Other prepared foodstuffs and preparations,60.95
2017,TN,MN,7,Other prepared foodstuffs and preparations,58.07
2012,TN,MO,1,Animals & fish (live),5.00
2017,TN,MO,1,Animals & fish (live),5.08
2012,TN,MO,2,Cereal grains and seed,1.96
2017,TN,MO,2,Cereal grains and seed,1.93
2012,TN,MO,3,"Agricultural products (excl. feed, grains, and forage)",22.30
2017,TN,MO,3,"Agricultural products (excl. feed, grains, and forage)",31.94
2012,TN,MO,4,"Animal feed, eggs, honey, other products of animal origin",0.08
2017,TN,MO,4,"Animal feed, eggs, honey, other products of animal origin",0.09
2012,TN,MO,5,"Meat, poultry, fish, seafood, and preparations",51.47
2017,TN,MO,5,"Meat, poultry, fish, seafood, and preparations",51.63
2012,TN,MO,6,Milled grain products and preparations and bakery products,56.96
2017,TN,MO,6,Milled grain products and preparations and bakery products,54.42
2012,TN,MO,7,Other prepared foodstuffs and preparations,156.08
2017,TN,MO,7,Other prepared foodstuffs and preparations,148.71
2012,TN,MS,1,Animals & fish (live),23.57
2017,TN,MS,1,Animals & fish (live),23.97
2012,TN,MS,2,Cereal grains and seed,19.85
2017,TN,MS,2,Cereal grains and seed,19.52
2012,TN,MS,3,"Agricultural products (excl. feed, grains, and forage)",39.83
2017,TN,MS,3,"Agricultural products (excl. feed, grains, and forage)",57.05
2012,TN,MS,4,"Animal feed, eggs, honey, other products of animal origin",42.51
2017,TN,MS,4,"Animal feed, eggs, honey, other products of animal origin",46.77
2012,TN,MS,5,"Meat, poultry, fish, seafood, and preparations",101.75
2017,TN,MS,5,"Meat, poultry, fish, seafood, and preparations",102.06
2012,TN,MS,6,Milled grain products and preparations and bakery products,129.58
2017,TN,MS,6,Milled grain products and preparations and bakery products,123.80
2012,TN,MS,7,Other prepared foodstuffs and preparations,496.52
2017,TN,MS,7,Other prepared foodstuffs and preparations,473.08
2012,TN,NC,1,Animals & fish (live),32.46
2017,TN,NC,1,Animals & fish (live),33.02
2012,TN,NC,2,Cereal grains and seed,7.02
2017,TN,NC,2,Cereal grains and seed,6.90
2012,TN,NC,3,"Agricultural products (excl. feed, grains, and forage)",93.83
2017,TN,NC,3,"Agricultural products (excl. feed, grains, and forage)",134.41
2012,TN,NC,4,"Animal feed, eggs, honey, other products of animal origin",30.60
2017,TN,NC,4,"Animal feed, eggs, honey, other products of animal origin",33.67
2012,TN,NC,5,"Meat, poultry, fish, seafood, and preparations",105.99
2017,TN,NC,5,"Meat, poultry, fish, seafood, and preparations",106.32
2012,TN,NC,6,Milled grain products and preparations and bakery products,204.70
2017,TN,NC,6,Milled grain products and preparations and bakery products,195.57
2012,TN,NC,7,Other prepared foodstuffs and preparations,194.00
2017,TN,NC,7,Other prepared foodstuffs and preparations,184.84
2012,TN,NE,1,Animals & fish (live),93.42
2017,TN,NE,1,Animals & fish (live),95.03
2012,TN,NE,3,"Agricultural products (excl. feed, grains, and forage)",0.09
2017,TN,NE,3,"Agricultural products (excl. feed, grains, and forage)",0.12
2012,TN,NE,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2017,TN,NE,4,"Animal feed, eggs, honey, other products of animal origin",0.01
2012,TN,NE,5,"Meat, poultry, fish, seafood, and preparations",5.79
2017,TN,NE,5,"Meat, poultry, fish, seafood, and preparations",5.80
2012,TN,NE,7,Other prepared foodstuffs and preparations,83.07
2017,TN,NE,7,Other prepared foodstuffs and preparations,79.15
2012,TN,NH,7,Other prepared foodstuffs and preparations,1.98
2017,TN,NH,7,Other prepared foodstuffs and preparations,1.88
2012,TN,NJ,3,"Agricultural products (excl. feed, grains, and forage)",11.27
2017,TN,NJ,3,"Agricultural products (excl. feed, grains, and forage)",16.15
2012,TN,NJ,4,"Animal feed, eggs, honey, other products of animal origin",0.36
2017,TN,NJ,4,"Animal feed, eggs, honey, other products of animal origin",0.40
2012,TN,NJ,5,"Meat, poultry, fish, seafood, and preparations",56.11
2017,TN,NJ,5,"Meat, poultry, fish, seafood, and preparations",56.28
2012,TN,NJ,6,Milled grain products and preparations and bakery products,6.96
2017,TN,NJ,6,Milled grain products and preparations and bakery products,6.65
2012,TN,NJ,7,Other prepared foodstuffs and preparations,60.78
2017,TN,NJ,7,Other prepared foodstuffs and preparations,57.91
2012,TN,NM,7,Other prepared foodstuffs and preparations,13.92
2017,TN,NM,7,Other prepared foodstuffs and preparations,13.26
2012,TN,NV,4,"Animal feed, eggs, honey, other products of animal origin",1.15
2017,TN,NV,4,"Animal feed, eggs, honey, other products of animal origin",1.27
2012,TN,NV,7,Other prepared foodstuffs and preparations,30.67
2017,TN,NV,7,Other prepared foodstuffs and preparations,29.22
2012,TN,NY,3,"Agricultural products (excl. feed, grains, and forage)",29.88
2017,TN,NY,3,"Agricultural products (excl. feed, grains, and forage)",42.80
2012,TN,NY,4,"Animal feed, eggs, honey, other products of animal origin",1.62
2017,TN,NY,4,"Animal feed, eggs, honey, other products of animal origin",1.78
2012,TN,NY,5,"Meat, poultry, fish, seafood, and preparations",3.97
2017,TN,NY,5,"Meat, poultry, fish, seafood, and preparations",3.99
2012,TN,NY,6,Milled grain products and preparations and bakery products,10.63
2017,TN,NY,6,Milled grain products and preparations and bakery products,10.16
2012,TN,NY,7,Other prepared foodstuffs and preparations,85.67
2017,TN,NY,7,Other prepared foodstuffs and preparations,81.63
2012,TN,OH,1,Animals & fish (live),0.89
2017,TN,OH,1,Animals & fish (live),0.91
2012,TN,OH,3,"Agricultural products (excl. feed, grains, and forage)",63.67
2017,TN,OH,3,"Agricultural products (excl. feed, grains, and forage)",91.21
2012,TN,OH,4,"Animal feed, eggs, honey, other products of animal origin",36.51
2017,TN,OH,4,"Animal feed, eggs, honey, other products of animal origin",40.17
2012,TN,OH,5,"Meat, poultry, fish, seafood, and preparations",84.54
2017,TN,OH,5,"Meat, poultry, fish, seafood, and preparations",84.80
2012,TN,OH,6,Milled grain products and preparations and bakery products,249.14
2017,TN,OH,6,Milled grain products and preparations and bakery products,238.03
2012,TN,OH,7,Other prepared foodstuffs and preparations,351.39
2017,TN,OH,7,Other prepared foodstuffs and preparations,334.80
2012,TN,OK,1,Animals & fish (live),218.07
2017,TN,OK,1,Animals & fish (live),221.80
2012,TN,OK,3,"Agricultural products (excl. feed, grains, and forage)",8.94
2017,TN,OK,3,"Agricultural products (excl. feed, grains, and forage)",12.80
2012,TN,OK,4,"Animal feed, eggs, honey, other products of animal origin",18.09
2017,TN,OK,4,"Animal feed, eggs, honey, other products of animal origin",19.90
2012,TN,OK,5,"Meat, poultry, fish, seafood, and preparations",33.52
2017,TN,OK,5,"Meat, poultry, fish, seafood, and preparations",33.62
2012,TN,OK,6,Milled grain products and preparations and bakery products,13.98
2017,TN,OK,6,Milled grain products and preparations and bakery products,13.35
2012,TN,OK,7,Other prepared foodstuffs and preparations,78.42
2017,TN,OK,7,Other prepared foodstuffs and preparations,74.72
2012,TN,OR,3,"Agricultural products (excl. feed, grains, and forage)",40.46
2017,TN,OR,3,"Agricultural products (excl. feed, grains, and forage)",57.96
2012,TN,OR,5,"Meat, poultry, fish, seafood, and preparations",22.66
2017,TN,OR,5,"Meat, poultry, fish, seafood, and preparations",22.73
2012,TN,OR,7,Other prepared foodstuffs and preparations,29.28
2017,TN,OR,7,Other prepared foodstuffs and preparations,27.89
2012,TN,PA,3,"Agricultural products (excl. feed, grains, and forage)",64.19
2017,TN,PA,3,"Agricultural products (excl. feed, grains, and forage)",91.95
2012,TN,PA,4,"Animal feed, eggs, honey, other products of animal origin",9.69
